2.87; 10.93; 6.43; 9.68; 13.00; 2019/12/06 06:30
2.81; 10.93; 6.50; 9.68; 13.06; 2019/12/06 07:00
2.68; 10.93; 6.50; 9.68; 13.06; 2019/12/06 07:30
2.81; 10.93; 6.50; 9.68; 13.06; 2019/12/06 08:00
3.00; 10.93; 6.43; 9.75; 13.06; 2019/12/06 08:30
3.18; 10.87; 6.43; 9.62; 13.06; 2019/12/06 09:00
3.25; 10.87; 6.43; 9.62; 13.00; 2019/12/06 09:30
3.31; 10.87; 6.43; 9.62; 12.93; 2019/12/06 10:00
3.25; 10.93; 6.43; 9.68; 12.87; 2019/12/06 10:30
3.18; 10.93; 6.43; 9.62; 12.87; 2019/12/06 11:00
3.43; 10.93; 6.43; 9.68; 12.93; 2019/12/06 11:30
3.50; 10.93; 6.43; 9.75; 12.93; 2019/12/06 12:00
3.56; 11.00; 6.43; 9.62; 12.87; 2019/12/06 12:30
3.68; 10.93; 6.43; 9.68; 12.93; 2019/12/06 13:00
4.00; 11.00; 6.43; 9.68; 13.00; 2019/12/06 13:30
4.12; 11.00; 6.43; 9.68; 12.93; 2019/12/06 14:00
4.31; 10.93; 6.43; 9.62; 13.00; 2019/12/06 14:30
4.62; 11.00; 6.43; 9.75; 12.87; 2019/12/06 15:00
4.56; 10.93; 6.43; 9.62; 12.93; 2019/12/06 15:30
4.81; 10.81; 6.43; 9.56; 12.87; 2019/12/06 16:00
5.18; 10.93; 6.43; 9.75; 12.87; 2019/12/06 16:30
5.43; 11.06; 6.43; 9.68; 12.87; 2019/12/06 17:00
5.62; 11.00; 6.43; 9.75; 12.81; 2019/12/06 17:30
5.68; 11.00; 6.43; 9.75; 12.87; 2019/12/06 18:00
5.81; 10.81; 9.50; 10.18; 12.87; 2019/12/06 18:30
5.75; 11.37; 10.81; 10.43; 12.81; 2019/12/06 19:00
5.87; 11.75; 10.75; 10.68; 12.81; 2019/12/06 19:30
5.87; 11.68; 10.62; 10.62; 12.87; 2019/12/06 20:00
5.93; 11.56; 8.43; 10.56; 12.56; 2019/12/06 20:30
5.81; 13.81; 7.87; 10.31; 13.00; 2019/12/06 21:00
5.81; 11.50; 7.62; 10.06; 12.81; 2019/12/06 21:30
6.00; 11.25; 7.50; 9.93; 12.75; 2019/12/06 22:00
6.18; 11.12; 7.37; 10.00; 12.68; 2019/12/06 22:30
6.43; 11.06; 7.31; 9.93; 12.75; 2019/12/06 23:00
6.62; 11.06; 7.18; 10.00; 12.75; 2019/12/06 23:30
6.81; 11.12; 7.18; 9.93; 12.75; 2019/12/07 00:00
7.00; 11.25; 7.12; 9.93; 12.81; 2019/12/07 00:30
7.37; 11.18; 7.12; 10.06; 12.81; 2019/12/07 01:00
7.43; 11.18; 7.06; 10.06; 12.75; 2019/12/07 01:30
7.50; 11.25; 7.06; 10.06; 12.81; 2019/12/07 02:00
7.56; 11.06; 7.06; 9.93; 12.81; 2019/12/07 02:30
7.56; 11.12; 7.06; 10.00; 12.81; 2019/12/07 03:00
7.75; 11.12; 7.06; 10.00; 12.81; 2019/12/07 03:30
7.75; 11.18; 7.06; 10.12; 12.81; 2019/12/07 04:00
7.87; 11.25; 7.06; 10.12; 12.75; 2019/12/07 04:30
7.81; 11.25; 7.06; 10.12; 12.81; 2019/12/07 05:00
7.81; 11.18; 7.06; 10.06; 12.81; 2019/12/07 05:30
7.75; 11.18; 7.12; 10.06; 12.81; 2019/12/07 06:00
7.75; 11.18; 7.12; 10.12; 12.81; 2019/12/07 06:30
7.68; 11.18; 7.12; 10.12; 12.81; 2019/12/07 07:00
7.81; 11.25; 7.12; 10.06; 12.81; 2019/12/07 07:30
7.68; 11.31; 7.12; 10.18; 12.81; 2019/12/07 08:00
7.68; 11.31; 7.12; 10.18; 12.75; 2019/12/07 08:30
7.56; 11.31; 7.12; 10.25; 12.75; 2019/12/07 09:00
7.50; 11.18; 7.12; 10.18; 12.75; 2019/12/07 09:30
7.62; 11.25; 7.18; 10.25; 12.81; 2019/12/07 10:00
